"einsatznummer","id","waip_uuid","rmld_uuid","alias","einsatzkraft","maschinist","fuehrungskraft","agt","set_time","arrival_time","wache_id","wache_nr","wache_name"
"0815",9,"81696fb7-0d4b-4252-a515-ffed2d179f4d","2311ca2a-2188-4982-9f16-2f9d8040ee4d",,0,1,0,0,"Wed Jun 17 2020 15:17:52 GMT+0200 (Mitteleuropäische Sommerzeit)","Wed Jun 17 2020 15:22:52 GMT+0200 (Mitteleuropäische Sommerzeit)",2,520101,"CB FW Cottbus 1"
